Batch,Batch_Size,Train_Loss,Test_Loss,Train_Valid_Dim_Loss,Train_Feature_Loss,Test_Valid_Dim_Loss,Test_Feature_Loss
273000,32,0.009513448923826218,,0.006974093150347471,0.0025393562391400337,,
273100,32,0.018294207751750946,,0.013522621244192123,0.004771586041897535,,
273200,32,0.012866427190601826,,0.009382104501128197,0.003484322689473629,,
273300,32,0.007796159479767084,,0.005228671245276928,0.002567488234490156,,
273400,32,0.011260733008384705,,0.008614634163677692,0.0026460993103682995,,
273500,32,0.012827430851757526,,0.010116800665855408,0.002710629953071475,,
273600,32,0.007835637778043747,,0.005595575086772442,0.002240062691271305,,
273700,32,0.015590855851769447,,0.01127768587321043,0.004313169978559017,,
273800,32,0.009260168299078941,,0.005703851580619812,0.0035563171841204166,,
273900,32,0.01256604865193367,,0.00839853286743164,0.004167515784502029,,
274000,32,0.014724534936249256,,0.011757807806134224,0.002966727130115032,,
274100,32,0.012857883237302303,,0.008696584030985832,0.004161299206316471,,
274200,32,0.013358152471482754,,0.00974276103079319,0.0036153914406895638,,
274300,32,0.008354290388524532,,0.005796307697892189,0.0025579824578016996,,
274400,32,0.015081100165843964,,0.008903424255549908,0.006177675910294056,,
274500,32,0.014952674508094788,,0.010829916223883629,0.004122758284211159,,
274600,32,0.011958863586187363,,0.008553260937333107,0.003405603114515543,,
274700,32,0.01715049147605896,,0.006993589922785759,0.010156901553273201,,
274800,32,0.014143910259008408,,0.008743489161133766,0.005400420632213354,,
274900,32,0.012821689248085022,,0.008359555155038834,0.004462134093046188,,
275000,32,0.019053049385547638,0.013028626423329115,0.013105313293635845,0.005947736091911793,0.009704641159623861,0.003323985473252833
275100,32,0.00984458439052105,,0.0069726137444376945,0.0028719701804220676,,
275200,32,0.015266727656126022,,0.01158329751342535,0.003683430142700672,,
275300,32,0.00814817100763321,,0.005996096879243851,0.002152074361220002,,
275400,32,0.011856038123369217,,0.008670349605381489,0.0031856889836490154,,
275500,32,0.013608019798994064,,0.009847434237599373,0.0037605855613946915,,
275600,32,0.01406385563313961,,0.007330204360187054,0.006733651738613844,,
275700,32,0.010807542130351067,,0.008013121783733368,0.0027944198809564114,,
275800,32,0.015286961570382118,,0.010630982927978039,0.0046559786424040794,,
275900,32,0.014884120784699917,,0.009644784033298492,0.005239336751401424,,
276000,32,0.016046544536948204,,0.01175694540143013,0.004289598669856787,,
276100,32,0.008096561767160892,,0.005188976414501667,0.0029075853526592255,,
276200,32,0.020845871418714523,,0.01244882307946682,0.008397048339247704,,
276300,32,0.01609068736433983,,0.011466484516859055,0.004624202847480774,,
276400,32,0.013577288947999477,,0.00959090143442154,0.003986387513577938,,
276500,32,0.012587817385792732,,0.008695748634636402,0.0038920692168176174,,
276600,32,0.006081049796193838,,0.004941967315971851,0.0011390825966373086,,
276700,32,0.018635805696249008,,0.012829350307583809,0.005806455388665199,,
276800,32,0.015941467136144638,,0.011711619794368744,0.0042298478074371815,,
276900,32,0.010326886549592018,,0.007701522670686245,0.002625363878905773,,
277000,32,0.017080174759030342,,0.012858860194683075,0.004221314564347267,,
277100,32,0.010041133500635624,,0.006413044407963753,0.003628089092671871,,
277200,32,0.012352416291832924,,0.009423140436410904,0.00292927585542202,,
277300,32,0.016907824203372,,0.01403203047811985,0.002875793958082795,,
277400,32,0.02069663815200329,,0.014732643030583858,0.00596399512141943,,
277500,32,0.008744277060031891,0.014374327473342418,0.00576674472540617,0.0029775318689644337,0.010279921069741248,0.004094406473450362
277600,32,0.013962900266051292,,0.009287072345614433,0.004675827920436859,,
277700,32,0.011221437714993954,,0.008111001923680305,0.0031104357913136482,,
277800,32,0.007543487939983606,,0.004591238684952259,0.0029522492550313473,,
277900,32,0.01321410946547985,,0.009687589481472969,0.0035265202168375254,,
278000,32,0.01102308090776205,,0.006875816732645035,0.004147264175117016,,
278100,32,0.021392101421952248,,0.013851750642061234,0.007540350314229727,,
278200,32,0.016509735956788063,,0.00989001989364624,0.006619716063141823,,
278300,32,0.019520925357937813,,0.015516252256929874,0.004004673566669226,,
278400,32,0.013182926923036575,,0.010949324816465378,0.002233602572232485,,
278500,32,0.01068924367427826,,0.00624209875240922,0.004447144456207752,,
278600,32,0.014654219150543213,,0.010243304073810577,0.004410915542393923,,
278700,32,0.01059054583311081,,0.0064614745788276196,0.004129071719944477,,
278800,32,0.01653698831796646,,0.007879703305661678,0.008657284080982208,,
278900,32,0.01680002734065056,,0.012098852545022964,0.004701175726950169,,
279000,32,0.011024968698620796,,0.008501609787344933,0.0025233591441065073,,
279100,32,0.011824222281575203,,0.007513715885579586,0.004310506395995617,,
279200,32,0.011796349659562111,,0.008494485169649124,0.0033018640242516994,,
279300,32,0.017430074512958527,,0.013688985258340836,0.0037410901859402657,,
279400,32,0.021356908604502678,,0.014802688732743263,0.006554219871759415,,
279500,32,0.012458317913115025,,0.009804196655750275,0.0026541210245341063,,
279600,32,0.008414603769779205,,0.0065270476043224335,0.0018875566311180592,,
279700,32,0.011816372163593769,,0.007285624742507935,0.0045307474210858345,,
279800,32,0.014858279377222061,,0.011880830861628056,0.0029774480499327183,,
279900,32,0.015175092034041882,,0.010425874032080173,0.004749218001961708,,
280000,32,0.016507606953382492,0.012884595710784198,0.010527363047003746,0.005980243906378746,0.009111151890829205,0.003773444122634828
280100,32,0.01006736233830452,,0.006675997283309698,0.003391365287825465,,
280200,32,0.01248960942029953,,0.009520563296973705,0.0029690456576645374,,
280300,32,0.01385589875280857,,0.010035638697445393,0.0038202605210244656,,
280400,32,0.012540961615741253,,0.010004323907196522,0.002536637941375375,,
280500,32,0.01406299788504839,,0.010459627956151962,0.003603369928896427,,
280600,32,0.017262622714042664,,0.013761661946773529,0.003500961698591709,,
280700,32,0.01561264880001545,,0.01244441419839859,0.0031682346016168594,,
280800,32,0.014612659811973572,,0.011788886971771717,0.002823772607371211,,
280900,32,0.017733819782733917,,0.01367524266242981,0.004058577585965395,,
281000,32,0.019571689888834953,,0.014938765205442905,0.004632925149053335,,
281100,32,0.016532814130187035,,0.011738543398678303,0.004794270731508732,,
281200,32,0.01229244563728571,,0.00859647337347269,0.0036959724966436625,,
281300,32,0.010219519026577473,,0.006958525627851486,0.0032609933987259865,,
281400,32,0.014387939125299454,,0.01011311449110508,0.004274825099855661,,
281500,32,0.017356492578983307,,0.013600241392850876,0.0037562507204711437,,
281600,32,0.013045468367636204,,0.00923154316842556,0.0038139251992106438,,
281700,32,0.010991724207997322,,0.008465917780995369,0.0025258068926632404,,
281800,32,0.00923185795545578,,0.0075537520460784435,0.0016781059093773365,,
281900,32,0.01666383445262909,,0.010604241862893105,0.006059593521058559,,
282000,32,0.01394303236156702,,0.009022776037454605,0.004920256324112415,,
282100,32,0.01157686673104763,,0.007954810746014118,0.0036220564506947994,,
282200,32,0.01566265895962715,,0.009071437641978264,0.006591220386326313,,
282300,32,0.00711407046765089,,0.004982857499271631,0.002131212968379259,,
282400,32,0.009901925921440125,,0.007532489951699972,0.0023694359697401524,,
282500,32,0.015354151837527752,0.014525506086647511,0.011009884998202324,0.004344266839325428,0.01005750047042966,0.004468005592934787
282600,32,0.012558489106595516,,0.008317037485539913,0.004241451621055603,,
282700,32,0.01217062771320343,,0.009094040840864182,0.0030765868723392487,,
282800,32,0.01373361237347126,,0.00889676995575428,0.00483684241771698,,
282900,32,0.007969219237565994,,0.003830574918538332,0.00413864478468895,,
283000,32,0.010636976920068264,,0.006854631472378969,0.003782345447689295,,
283100,32,0.011191668920218945,,0.007301694713532925,0.00388997420668602,,
283200,32,0.00989191047847271,,0.006077396217733622,0.0038145140279084444,,
283300,32,0.010903794318437576,,0.006020268425345421,0.0048835258930921555,,
283400,32,0.012949496507644653,,0.008684303611516953,0.0042651924304664135,,
283500,32,0.01183947641402483,,0.00943296030163765,0.0024065158795565367,,
283600,32,0.01209805253893137,,0.009178487583994865,0.002919565187767148,,
283700,32,0.009799802675843239,,0.007159076631069183,0.002640726510435343,,
283800,32,0.007994739338755608,,0.005608265288174152,0.0023864738177508116,,
283900,32,0.012188851833343506,,0.009042097255587578,0.0031467543449252844,,
284000,32,0.015323704108595848,,0.010627360083162785,0.0046963440254330635,,
284100,32,0.014444734901189804,,0.010429659858345985,0.004015075508505106,,
284200,32,0.008365839719772339,,0.006528886966407299,0.0018369529861956835,,
284300,32,0.014978289604187012,,0.012126738205552101,0.0028515516314655542,,
284400,32,0.014241697266697884,,0.010540314018726349,0.0037013832479715347,,
284500,32,0.01570630818605423,,0.01137101836502552,0.004335290752351284,,
284600,32,0.015301496721804142,,0.01185791939496994,0.003443577326834202,,
284700,32,0.013648062944412231,,0.009267902001738548,0.004380160942673683,,
284800,32,0.018090415745973587,,0.011362748220562935,0.0067276665940880775,,
284900,32,0.010439598932862282,,0.007837403565645218,0.0026021949015557766,,
285000,32,0.01775476150214672,0.013886062428355217,0.011939709074795246,0.0058150519616901875,0.009460059134289623,0.004426003224216402
285100,32,0.013546859845519066,,0.007975991815328598,0.005570868030190468,,
285200,32,0.009369336068630219,,0.006543509662151337,0.002825826872140169,,
285300,32,0.01358975563198328,,0.010683359578251839,0.0029063960537314415,,
285400,32,0.016889702528715134,,0.01287196483463049,0.004017737694084644,,
