Batch,Batch_Size,Train_Loss,Test_Loss,lr,grad_norm,Train_Valid_Dim_Loss,Train_Feature_Loss,Test_Valid_Dim_Loss,Test_Feature_Loss
200,32,0.17766785621643066,,0.0002,0.7252065539360046,0.0553198978304863,0.12234795093536377,,
400,32,0.10822755843400955,,0.0002,0.9999993443489075,0.03607776761054993,0.07214979082345963,,
600,32,0.07876864075660706,,0.0002,0.6068941354751587,0.030681129544973373,0.048087507486343384,,
800,32,0.08503569662570953,,0.0002,0.9999996423721313,0.028941411525011063,0.05609428882598877,,
1000,32,0.0727284848690033,,0.0002,0.9999997019767761,0.02500256523489952,0.047725923359394073,,
1200,32,0.07641676068305969,,0.0002,0.9999994039535522,0.025794412940740585,0.05062234401702881,,
1400,32,0.03583830967545509,,0.0002,0.8839266896247864,0.014357205480337143,0.02148110419511795,,
1600,32,0.039785660803318024,,0.0002,0.9085487127304077,0.016374990344047546,0.023410670459270477,,
1800,32,0.04252468794584274,,0.0002,0.999999463558197,0.01652989163994789,0.02599479630589485,,
2000,32,0.03423234075307846,,0.0002,0.9157292246818542,0.012909213081002235,0.021323125809431076,,
2200,32,0.04196608066558838,,0.0002,0.999999463558197,0.014973094686865807,0.02699298784136772,,
2400,32,0.02291497029364109,,0.0002,0.24132247269153595,0.009189184755086899,0.013725785538554192,,
2600,32,0.025920908898115158,,0.0002,0.6647680401802063,0.009705968201160431,0.016214940696954727,,
2800,32,0.025304842740297318,,0.0002,0.9999995827674866,0.008478271774947643,0.01682657189667225,,
3000,32,0.02335253730416298,,0.0002,0.6552829146385193,0.00843881443142891,0.01491372287273407,,
3200,32,0.01956174522638321,,0.0002,0.586477518081665,0.006684993859380484,0.012876750901341438,,
3400,32,0.018316544592380524,,0.0002,0.8566407561302185,0.006027124356478453,0.012289420701563358,,
3600,32,0.018493246287107468,,0.0002,0.3278805613517761,0.005699781700968742,0.0127934655174613,,
3800,32,0.016931185498833656,,0.0002,0.6410466432571411,0.004956718068569899,0.01197446696460247,,
4000,32,0.01869509369134903,,0.0002,0.9837272763252258,0.00510118855163455,0.013593905605375767,,
4200,32,0.015294979326426983,,0.0002,0.5601120591163635,0.004222084768116474,0.011072894558310509,,
4400,32,0.01331003662198782,,0.0002,0.401883065700531,0.0035606855526566505,0.009749351069331169,,
4600,32,0.016717959195375443,,0.0002,0.6804355978965759,0.004318045452237129,0.012399912811815739,,
4800,32,0.020311880856752396,,0.0002,0.9999990463256836,0.005890936590731144,0.014420944266021252,,
5000,32,0.014706183224916458,0.01245411392301321,0.0002,0.6825728416442871,0.003926187288016081,0.01077999547123909,0.0033231722190976143,0.009130941750481725
5200,32,0.00809473916888237,,0.0002,0.23229579627513885,0.002293833065778017,0.005800905637443066,,
5400,32,0.027062484994530678,,0.0002,0.9999996423721313,0.0066599068231880665,0.0204025786370039,,
5600,32,0.014199460856616497,,0.0002,0.6369325518608093,0.003499179147183895,0.010700281709432602,,
5800,32,0.009888973087072372,,0.0002,0.30945152044296265,0.002517223358154297,0.0073717497289180756,,
6000,32,0.00964566133916378,,0.0002,0.5351618528366089,0.002480344846844673,0.007165316492319107,,
6200,32,0.009809172712266445,,0.0002,0.7250655293464661,0.0024925891775637865,0.007316583767533302,,
6400,32,0.00846610777080059,,0.0002,0.4179207384586334,0.0021773416083306074,0.006288766395300627,,
6600,32,0.007545563392341137,,0.0002,0.2581683099269867,0.002034850185737014,0.005510713439434767,,
6800,32,0.05690755695104599,,0.0002,0.9999997019767761,0.013109304010868073,0.04379825294017792,,
7000,32,0.02098800428211689,,0.0002,0.9999993443489075,0.00513247586786747,0.01585552841424942,,
