batches,log_likelihood
0,-13.477720301774552
10000,-17.48080184057926
20000,-51.21941185465197
30000,-75.48816311625498
40000,-64.74460427903715
60000,-76.61703984220104
80000,-57.56042545475243
120000,-43.35330927737435
160000,-42.12009297296071
200000,-33.51152951820151
240000,-30.25538417436358
280000,-34.05005933085987
320000,-37.90527290311852
400000,-28.817710434297886
